description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"ADAPTER, SEALING SAFESHEATH F/ATTAIN", 	81.03 , 	289.41 
"ADAPTER, SEALING SHORT WINGS", 	73.74 , 	263.34 
"ADAPTER, SHEATH SEALING SAFE", 	81.03 , 	289.41 
"ADAPTER, SIDE-ARM ROTATABLE", 	38.88 , 	138.85 
"ADAPTER, SIGNIA LINEAR STD"," 	1,862.00 "," 	6,650.00 "
"ADAPTER, SIGNIA LINEAR XL"," 	2,977.71 "," 	10,634.68 "
"ADAPTER, SINUS RELIEVA LUMA ACMI/STRYKER", 	52.14 , 	186.20 
"ADAPTER, SINUS RELIEVA LUMA WOLF/DYONICS", 	52.14 , 	186.20 
"ADAPTER, SLEEVE 12/14 TAPER +2", 	268.40 , 	958.56 
"ADAPTER, SLEEVE 12/14 TAPER +5", 	268.40 , 	958.56 
"ADAPTER, SLEEVE 12/14 TAPER +8", 	268.40 , 	958.56 
"ADAPTER, SLEEVE ARTICULEZE 12/14 TPR -1", 	603.29 ," 	2,154.60 "
"ADAPTER, SLEEVE SROM 11/13 TAPER +3", 	268.40 , 	958.56 
"ADAPTER, SLEEVE SROM 11/13 TAPER +6", 	268.40 , 	958.56 
"ADAPTER, SRS COMPRESS/MOSAIC MT 30D 4CM"," 	1,427.04 "," 	5,096.56 "
"ADAPTER, STACKING DIAPHYSEAL OSS", 	253.23 , 	904.40 
"ADAPTER, TACHY C1883", 	469.22 ," 	1,675.80 "
"ADAPTER, TAPER M2A MAGNUM 42-50MM +9", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A MAGNUM 52-60MM -3", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A MAGNUM 52-60MM -6", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A-MAGNUM 42-50MM +3", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A-MAGNUM 42-50MM +6", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A-MAGNUM 42-50MM -3", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A-MAGNUM 42-50MM -6", 	148.96 , 	532.00 
"ADAPTER, TAPER M2A-MAGNUM 42-50MM STD", 	148.96 , 	532.00 
"ADAPTER, TAPERED CPS/OSS 5CM"," 	1,427.04 "," 	5,096.56 "
"ADAPTER, TITANIUM", 	156.41 , 	558.60 
"ADAPTER, TPR GUARDIAN/CPS TI 4CM"," 	5,721.55 "," 	20,434.12 "
"ADAPTER, TRAY TIBIAL BIOMET OFFSET 2.5MM"," 	1,129.12 "," 	4,032.56 "
"ADAPTER, TRAY TIBIAL BIOMET OFFSET 5.0MM"," 	1,129.12 "," 	4,032.56 "
"ADAPTER, TRIAL DUAL QUAD F/MTS", 	81.93 , 	292.60 
"ADAPTER, TRIATHLON OFFSET 2MM"," 	1,373.41 "," 	4,905.04 "
"ADAPTER, TRIATHLON OFFSET 4MM"," 	1,373.41 "," 	4,905.04 "
"ADAPTER, TRIATHLON OFFSET 6MM"," 	1,373.41 "," 	4,905.04 "
"ADAPTER, TUBE CHEST THAL-QUICK", 	75.37 , 	269.19 
"ADAPTER, ULTRASOUND F/ENDOSCOPE", 	97.64 , 	348.73 
"ADAPTER, URETERAL 3-WAY GOLDBERG 14FR", 	52.14 , 	186.20 
"ADAPTER, VALVE SUCTION", 	46.18 , 	164.92 
"ADAPTER, VITRECTOMY F/1267.NMD05/06", 	147.47 , 	526.68 
"ADAPTER, Y DF-1 PACK FINAL", 	148.96 , 	532.00 
"ADAPTOR, #3 AUXILLARY CHANNEL", 	193.65 , 	691.60 
"ADAPTOR, APEX PIN LONG", 	513.91 ," 	1,835.40 "
"ADAPTOR, APEX PIN SHORT", 	503.48 ," 	1,798.16 "
"ADAPTOR, BRONCHSCOPE PENTAX", 	107.31 , 	383.25 
"ADAPTOR, DRILL SYNTHES F/STRYKER 4100"," 	1,486.47 "," 	5,308.83 "
"ADAPTOR, FEMORAL CUP TRIAL", 	345.59 ," 	1,234.24 "
"ADAPTOR, HEMI-PROS AEQUALIS RVERS FX 36"," 	3,166.89 "," 	11,310.32 "
"ADAPTOR, HUMERAL HEAD REUNION RFX TRIAL", 	375.38 ," 	1,340.64 "
"ADAPTOR, LINER REFLECTION 50-52MM 0D"," 	3,440.98 "," 	12,289.20 "
"ADAPTOR, LINER REFLECTION 54-56MM 0D"," 	3,440.98 "," 	12,289.20 "
"ADAPTOR, OFFSET VANGUARD 360 2.5MM"," 	1,129.12 "," 	4,032.56 "
"ADAPTOR, OFFSET VANGUARD 360 5.0MM"," 	1,129.12 "," 	4,032.56 "
"ADAPTOR, OFFSET VANGUARD 360 7.5MM"," 	1,129.12 "," 	4,032.56 "
"ADAPTOR, PACEMAKER LEAD LV1-IS1"," 	1,117.20 "," 	3,990.00 "
"ADD-ON, FLAT VERTESTACK LG 12MM"," 	7,133.55 "," 	25,476.95 "
"ADD-ON, LORDOTIC VERTESTACK LG 12MM"," 	6,110.49 "," 	21,823.17 "
ADEFOVIR 10 MG TABLET, 	75.95 , 	271.24 
ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION, 	71.20 , 	254.27 
ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION, 	71.20 , 	254.27 
ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION, 	136.86 , 	488.79 
ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION, 	527.75 ," 	1,884.82 "
ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION, 	3.20 , 	11.43 
ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION, 	3.20 , 	11.44 
ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION, 	3.85 , 	13.75 
ADENOSINE 3 MG/ML INTRAVENOUS SOLUTION, 	9.60 , 	34.29 
ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE, 	23.11 , 	82.55 
ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE, 	58.03 , 	207.25 
ADENOSINE 3 MG/ML INTRAVENOUS SYRINGE, 	58.03 , 	207.26 
ADENOVIRUS DNA QUANT, 	142.24 , 	508.00 
ADHESIVE REMOVER LIQUID, 	5.92 , 	21.14 
"ADHESIVE, DERMABOND ADVANCED", 	57.90 , 	206.79 
"ADHESIVE, DERMABOND SKIN HV PENPRO", 	60.79 , 	217.11 
"ADHESIVE, HISTOACRYL TOPICAL CLEAR", 	59.97 , 	214.18 
"ADHESIVE, MEDICAL F/SPINAL CORD STIMULAT", 	46.92 , 	167.58 
"ADHESIVE, SILICONE MEDICAL GRADE TYPE-A", 	40.86 , 	145.93 
ADJ TISS TRF ANY 30.1-60 SQ CM," 	1,863.96 "," 	6,657.00 "
ADJUST EXTRNL FIX W ANES, 	907.48 ," 	3,241.00 "
ADMIN CHEMO HORM ANTI-NEO SUBQ/IM, 	125.44 , 	448.00 
ADMIN FLU VACC, 	5.73 , 	20.45 
ADMIN HEPATITIS B VACC, 	5.73 , 	20.45 
ADMIN PNEUMONIA VACC, 	5.73 , 	20.45 
ADMIN VACC <19 MD CNSL EA ADD, 	5.73 , 	20.45 
ADMIN VACC <19 MD CNSL INITL, 	5.73 , 	20.45 
ADMIN VACC ADD, 	5.73 , 	20.45 
ADMIN VACC SNGL, 	5.73 , 	20.45 
ADO-TRASTUZUMAB EMTANSINE 100 MG INTRAVENOUS SOLUTION," 	5,027.93 "," 	17,956.88 "
ADO-TRASTUZUMAB EMTANSINE 100 MG INTRAVENOUS SOLUTION," 	5,027.93 "," 	17,956.88 "
ADO-TRASTUZUMAB EMTANSINE 160 MG INTRAVENOUS SOLUTION," 	8,044.68 "," 	28,731.00 "
ADULT CARDIOPLEGIA + NA BICARBONATE 10MEQ + KCL 26 MEQ (MAINTENANCE), 	93.94 , 	335.50 
ADULT CARDIOPLEGIA + NA BICARBONATE 10MEQ + KCL 31 MEQ + MONOSODIUM A (RECOVERY), 	99.06 , 	353.80 
ADULT CARDIOPLEGIA + NA BICARBONATE 10MEQ + KCL 96 MEQ (INDUCTION), 	111.02 , 	396.50 
"ADVANCER, ROTALINK W/TUBULAR DRIVE S", 	335.16 ," 	1,197.00 "
"ADVATE 3,000 (+/-) UNIT INTRAVENOUS SOLUTION"," 	7,925.12 "," 	28,304.00 "
"ADVATE 4,000 (+/-) UNIT INTRAVENOUS SOLUTION"," 	11,187.40 "," 	39,955.00 "
AEROCHAMBER PLUS Z STAT LARGE MASK, 	80.90 , 	288.93 
AEROCHAMBER PLUS Z STAT LARGE MASK, 	80.90 , 	288.93 
AEROCHAMBER PLUS Z STAT MEDIUM MASK, 	80.90 , 	288.93 
AEROCHAMBER PLUS Z STAT SMALL MASK, 	80.90 , 	288.93 
AEROCHAMBER PLUS Z STAT SPACER, 	60.00 , 	214.29 
AFATINIB 20 MG TABLET, 	464.28 ," 	1,658.14 "
AFATINIB 30 MG TABLET, 	464.28 ," 	1,658.14 "
AFATINIB 40 MG TABLET, 	464.28 ," 	1,658.14 "
AFLIBERCEPT 2 MG/0.05 ML INTRAVITREAL SOLUTION FOR INJECTION," 	3,159.80 "," 	11,285.00 "
AFP-TETRA/DIMERIC INHIBIN A, 	38.36 , 	137.00 
AGALSIDASE BETA 35 MG INTRAVENOUS SOLUTION," 	9,865.85 "," 	35,235.19 "
AGALSIDASE BETA 35 MG INTRAVENOUS SOLUTION," 	9,865.85 "," 	35,235.19 "
AGALSIDASE BETA 5 MG INTRAVENOUS SOLUTION," 	1,409.41 "," 	5,033.60 "
AGALSIDASE BETA 5 MG INTRAVENOUS SOLUTION," 	1,409.41 "," 	5,033.60 "
AGL GENE - GSD NGS PANEL, 	35.84 , 	128.00 
AGNA-1, 	29.96 , 	107.00 
AHG INDIRECT TITER EA, 	46.56 , 	166.27 
AHG INDIRECT TITER EACH, 	46.56 , 	166.27 
AHG TEST DIRECT EA ANTISERUM, 	24.92 , 	89.00 
"AIRWAY, LARYNGEAL LMA FASTRACH SZ4.0", 	116.49 , 	416.02 
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 1.5", 	378.36 ," 	1,351.28 "
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 2", 	342.61 ," 	1,223.60 "
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 2.5", 	342.61 ," 	1,223.60 "
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 3.0", 	342.61 ," 	1,223.60 "
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 4.0", 	342.61 ," 	1,223.60 "
"AIRWAY, LARYNGEAL MASK CLASSIC SZ 5.0", 	342.61 ," 	1,223.60 "
ALANINE 100 MG/ML ORAL SOLUTION, 	3.42 , 	12.20 
ALANINE 100 MG/ML ORAL SOLUTION, 	14.48 , 	51.73 
ALANINE 100 MG/ML ORAL SOLUTION, 	30.13 , 	107.61 
ALBENDAZOLE 200 MG TABLET, 	135.02 , 	482.21 
ALBENDAZOLE 200 MG TABLET, 	135.02 , 	482.21 
ALBENDAZOLE 200 MG TABLET, 	239.91 , 	856.81 
ALBENDAZOLE 200 MG TABLET, 	323.50 ," 	1,155.37 "
ALBENDAZOLE 200 MG TABLET, 	323.51 ," 	1,155.38 "
ALBUMIN 12.5 G IN 0.9 % NACL ADULT LIVER IRRIGATION 12.5 G/1050 ML, 	73.53 , 	262.61 
ALBUMIN 12.5 G IN 0.9 % NACL PEDIATRIC LIVER TRANSPLANT IRRIGATION 12.5 G/550 ML, 	73.27 , 	261.69 
ALBUMIN 25 % INJ SYRG, 	6.08 , 	21.72 
ALBUMIN OTHER SOURCE, 	21.28 , 	76.00 
ALBUMIN SERUM IGG INDEX, 	10.57 , 	37.75 
ALBUMIN SERUM/PLASMA/WHOLE BLD, 	21.42 , 	76.50 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	36.42 , 	130.06 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	36.42 , 	130.06 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	42.57 , 	152.02 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	42.57 , 	152.02 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	79.42 , 	283.65 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	89.24 , 	318.73 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	118.71 , 	423.95 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	118.71 , 	423.95 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	139.89 , 	499.59 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	158.84 , 	567.30 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION", 	178.49 , 	637.45 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION (CUSTOM)", 	80.11 , 	286.09 
"ALBUMIN, HUMAN 25 % INTRAVENOUS SOLUTION (NO ROUNDING)", 	69.94 , 	249.80 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	59.35 , 	211.98 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	63.62 , 	227.23 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	67.89 , 	242.48 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	70.03 , 	250.10 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	70.03 , 	250.10 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	118.71 , 	423.95 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	118.71 , 	423.95 
"ALBUMIN, HUMAN 5 % INTRAVENOUS SOLUTION", 	140.06 , 	500.20 
ALBUMIN/MICROALBUMIN QUANT URINE, 	63.00 ,225
ALBUTEROL SULFATE 2 MG TABLET, 	6.15 , 	21.95 
ALBUTEROL SULFATE 2 MG TABLET, 	7.25 , 	25.89 
ALBUTEROL SULFATE 2 MG TABLET, 	7.25 , 	25.89 
ALBUTEROL SULFATE 2 MG TABLET, 	7.25 , 	25.89 
ALBUTEROL SULFATE 2 MG/5 ML SYRUP, 	4.51 , 	16.10 
ALBUTEROL SULFATE 2 MG/5 ML SYRUP, 	4.51 , 	16.11 
ALBUTEROL SULFATE 2 MG/5 ML SYRUP, 	16.16 , 	57.71 
ALBUTEROL SULFATE 2 MG/5 ML SYRUP, 	16.16 , 	57.71 
ALBUTEROL SULFATE 4 MG TABLET, 	5.41 , 	19.32 
ALBUTEROL SULFATE 4 MG TABLET, 	7.57 , 	27.03 
ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION, 	17.87 , 	63.81 
ALBUTEROL SULFATE CONCENTRATE 5 MG/ML(0.5 %) SOLUTION FOR NEBULIZATION, 	17.87 , 	63.81 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	0.10 , 	0.37 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	0.10 , 	0.37 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	0.34 , 	1.22 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	67.98 , 	242.78 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	74.13 , 	264.74 
ALBUTEROL SULFATE HFA 90 MCG/ACTUATION AEROSOL INHALER, 	80.62 , 	287.92 
ALCOHOL (ETHANOL) ASSAY, 	49.28 , 	176.00 
ALCOHOL 100 % INJ SOLN (STERILE), 	10.93 , 	39.04 
ALCOHOL ABLATION (NSRT)," 	3,850.00 "," 	13,750.00 "
ALDESLEUKIN 22 MILLION UNIT INTRAVENOUS SOLUTION," 	4,344.13 "," 	15,514.74 "
ALDESLEUKIN 22 MILLION UNIT INTRAVENOUS SOLUTION," 	4,344.13 "," 	15,514.74 "
ALDOA GENE - GSD NGS PANEL, 	35.84 , 	128.00 
ALDOB GENE - GSD NGS PANEL, 	35.84 , 	128.00 
ALDOLASE, 	49.84 , 	178.00 
ALDOSTERONE, 	81.20 , 	290.00 
ALEMTUZUMAB 12 MG/1.2 ML INTRAVENOUS SOLUTION," 	33,732.99 "," 	120,474.98 "
ALENDRONATE 70 MG TABLET, 	51.46 , 	183.79 
ALFENTANIL 500 MCG/ML INJECTION SOLUTION, 	9.31 , 	33.25 
ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION," 	1,313.59 "," 	4,691.39 "
ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION," 	1,313.59 "," 	4,691.39 "
ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION," 	1,313.59 "," 	4,691.39 "
ALGLUCOSIDASE ALFA 50 MG INTRAVENOUS SOLUTION," 	1,313.59 "," 	4,691.39 "
ALISKIREN 150 MG TABLET, 	9.66 , 	34.48 
ALISKIREN 150 MG TABLET, 	9.66 , 	34.49 
ALK PHOSPHATASE, 	16.24 , 	58.00 
ALK PHOSPHATASE ISOENZYMES, 	47.60 , 	170.00 
ALLERGEN IGE QUANT/SEMI EA, 	20.30 , 	72.50 
ALLERGEN IGG QUANT/SEMIQUANT EA, 	14.35 , 	51.25 
ALLERGEN IMMUNOTHERAPY 1 INJ, 	21.14 , 	75.50 
ALLERGEN IMMUNOTHERAPY 2+ INJ, 	21.14 , 	75.50 
ALLERGEN SPECIFIC IGE EACH, 	20.30 , 	72.50 
"ALLOGRAFT,  CERVICAL ANATOMIC 6X16X14 MM"," 	1,564.08 "," 	5,586.00 "
"ALLOGRAFT, ACHILLES UNSHAPED LRG BLOCK"," 	2,830.24 "," 	10,108.00 "
"ALLOGRAFT, ACHILLES W/CALCANEUS 19.5CM"," 	3,124.41 "," 	11,158.59 "
"ALLOGRAFT, ACHILLES W/SHAPED BONE 19.5CM"," 	3,548.59 "," 	12,673.52 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X10.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X12.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X14.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X16.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X18.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT LAT VG1 23-27X20.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X10.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X12.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X14.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X16.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X18.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 23-27X20.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALIF ANT VG1 FRZN 23-27X12.75"," 	4,287.83 "," 	15,313.67 "
"ALLOGRAFT, ALLODERM .23-.30 THICK 4X7"," 	1,135.08 "," 	4,053.84 "
"ALLOGRAFT, ALLODERM ACEL MED 3X7CMX.8"," 	1,096.35 "," 	3,915.52 "
"ALLOGRAFT, ALLODERM ACEL MED 3X7X.5"," 	1,096.35 "," 	3,915.52 "
"ALLOGRAFT, ALLODERM ACEL MED 6X12"," 	2,907.70 "," 	10,384.64 "
"ALLOGRAFT, ALLODERM ACEL THICK 16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM ACEL THICK 1X2", 	220.46 , 	787.36 
"ALLOGRAFT, ALLODERM ACEL THICK 2X4", 	645.00 ," 	2,303.56 "
"ALLOGRAFT, ALLODERM ACEL THICK 4X16"," 	2,584.46 "," 	9,230.20 "
"ALLOGRAFT, ALLODERM ACEL THICK 4X7"," 	1,135.08 "," 	4,053.84 "
"ALLOGRAFT, ALLODERM ACEL THICK 5X10"," 	2,018.41 "," 	7,208.60 "
"ALLOGRAFT, ALLODERM ACEL THICK 6X12"," 	2,907.70 "," 	10,384.64 "
"ALLOGRAFT, ALLODERM ACEL THICK 6X16"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM ACEL THICK 7X16"," 	5,179.34 "," 	18,497.64 "
"ALLOGRAFT, ALLODERM ACEL THICK 8X16"," 	5,462.36 "," 	19,508.44 "
"ALLOGRAFT, ALLODERM ACEL THIN 2X4", 	645.00 ," 	2,303.56 "
"ALLOGRAFT, ALLODERM ACEL ULTRA 7X16"," 	5,586.00 "," 	19,950.00 "
"ALLOGRAFT, ALLODERM ACEL X-THCK 6X12"," 	2,907.70 "," 	10,384.64 "
"ALLOGRAFT, ALLODERM ACEL X-THICK 12X12CM"," 	6,147.58 "," 	21,955.64 "
"ALLOGRAFT, ALLODERM ACEL X-THICK 16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM ACEL X-THICK 5X10"," 	2,018.41 "," 	7,208.60 "
"ALLOGRAFT, ALLODERM ACEL X-THICK 8X12"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM CONTOUR DUO MED PRF"," 	11,601.00 "," 	41,432.16 "
"ALLOGRAFT, ALLODERM CONTOUR DUO SM PRF"," 	6,768.74 "," 	24,174.08 "
"ALLOGRAFT, ALLODERM CONTOUR MED 1.6X0.4"," 	5,800.50 "," 	20,716.08 "
"ALLOGRAFT, ALLODERM CONTOUR THICK 1.8MM"," 	14,413.37 "," 	51,476.32 "
"ALLOGRAFT, ALLODERM CYMETRA MICRO 2CC", 	426.03 ," 	1,521.52 "
"ALLOGRAFT, ALLODERM DUO MED THICK PRF"," 	14,413.37 "," 	51,476.32 "
"ALLOGRAFT, ALLODERM DUO MED THIN PRF"," 	11,601.00 "," 	41,432.16 "
"ALLOGRAFT, ALLODERM DUO MED-LRG PRF"," 	13,993.30 "," 	49,976.08 "
"ALLOGRAFT, ALLODERM LRG THICK PRF"," 	7,206.68 "," 	25,738.16 "
"ALLOGRAFT, ALLODERM MED THICK 1.6X4"," 	6,996.65 "," 	24,988.04 "
"ALLOGRAFT, ALLODERM MED THICK 9.6X19.3"," 	5,632.18 "," 	20,114.92 "
"ALLOGRAFT, ALLODERM MED THICK PRF 1.6X4"," 	7,206.68 "," 	25,738.16 "
"ALLOGRAFT, ALLODERM M-THICK PRF 9.6X19.3"," 	5,800.50 "," 	20,716.08 "
"ALLOGRAFT, ALLODERM RTU 2.4MMX16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM RTU CONTOUR THICK SM"," 	3,286.06 "," 	11,735.92 "
"ALLOGRAFT, ALLODERM RTU MED 1.6 4X16CM"," 	2,584.46 "," 	9,230.20 "
"ALLOGRAFT, ALLODERM RTU MED 1.6 6X12"," 	2,907.70 "," 	10,384.64 "
"ALLOGRAFT, ALLODERM RTU MED 1.6 6X16CM"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM RTU MED 1.6 6X16CM"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM RTU MED 1.6 8X16CM"," 	5,462.36 "," 	19,508.44 "
"ALLOGRAFT, ALLODERM RTU MED 16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM RTU MED 16X20CM 2/PK"," 	27,316.28 "," 	97,558.16 "
"ALLOGRAFT, ALLODERM RTU MED PRF 16X20"," 	14,067.78 "," 	50,242.08 "
"ALLOGRAFT, ALLODERM RTU MED THIN PRF 132"," 	5,800.50 "," 	20,716.08 "
"ALLOGRAFT, ALLODERM RTU THICK 16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM RTU THICK 4X12CM"," 	1,937.97 "," 	6,921.32 "
"ALLOGRAFT, ALLODERM RTU THICK 4X16CM"," 	2,584.46 "," 	9,230.20 "
"ALLOGRAFT, ALLODERM RTU THICK 6X12CM"," 	2,907.70 "," 	10,384.64 "
"ALLOGRAFT, ALLODERM RTU THICK 6X16CM"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM RTU THICK 6X18CM"," 	4,596.91 "," 	16,417.52 "
"ALLOGRAFT, ALLODERM RTU THICK 8X12CM"," 	4,191.73 "," 	14,970.48 "
"ALLOGRAFT, ALLODERM RTU THICK 8X16CM"," 	5,462.36 "," 	19,508.44 "
"ALLOGRAFT, ALLODERM RTU THICK 8X20CM"," 	6,831.31 "," 	24,397.52 "
"ALLOGRAFT, ALLODERM RTU THIN 8X16CM"," 	5,462.36 "," 	19,508.44 "
"ALLOGRAFT, ALLODERM RTU X-THICK 16X20CM"," 	13,658.14 "," 	48,779.08 "
"ALLOGRAFT, ALLODERM RTU X-THICK 4X12CM"," 	1,982.66 "," 	7,080.92 "
"ALLOGRAFT, ALLODERM RTU X-THICK 4X16CM"," 	2,584.46 "," 	9,230.20 "
"ALLOGRAFT, ALLODERM RTU X-THICK 6X12CM"," 	2,973.24 "," 	10,618.72 "
"ALLOGRAFT, ALLODERM RTU X-THICK 6X16CM"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM RTU X-THICK 6X18CM"," 	4,596.91 "," 	16,417.52 "
"ALLOGRAFT, ALLODERM RTU X-THICK 8X12CM"," 	4,097.89 "," 	14,635.32 "
"ALLOGRAFT, ALLODERM RTU X-THICK 8X16CM"," 	5,462.36 "," 	19,508.44 "
"ALLOGRAFT, ALLODERM RTU X-THICK 8X20CM"," 	6,831.31 "," 	24,397.52 "
"ALLOGRAFT, ALLODERM THIN 4X7CM", 	572.01 ," 	2,042.88 "
"ALLOGRAFT, ALLODERM THIN LRG"," 	7,206.68 "," 	25,738.16 "
"ALLOGRAFT, ALLOFUSE CORTCANLORD 6X14X11"," 	1,721.98 "," 	6,149.92 "
"ALLOGRAFT, ALLOFUSE CORTCANLORD 7X14X11"," 	1,721.98 "," 	6,149.92 "
"ALLOGRAFT, ALLOFUSE CORTCANLORD 8X14X11"," 	1,721.98 "," 	6,149.92 "
"ALLOGRAFT, ALLOFUSE PASTE 8CC"," 	1,266.16 "," 	4,522.00 "
